gas_price,gas_used,nonce
12343350100,250000,5036
9361120669,283264,57
7040199981,250000,5035
20097350543,244813,10171
8633730270,192595,157
10120884845,272684,182
10120884845,27938,305
11102605862,321092,5
9490350240,197775,5458
8734578520,245238,111352
400000000000,700000,4184
102000000000,207128,4038693
102000000000,207128,4038692
102000000000,207128,4038691
8421676819,112872,41768
6530850679,235688,74893
8285670238,264080,9372
9244608720,307090,5
1418565195685,21000,253215
1418565195685,166564,10010
135560763015,21000,368
7789924968,21000,57
9826925804,250000,44706902
9458183470,250000,44706901
9458183470,250000,44706900
9187640586,500000,4773
188000000000,730718,1761
10750000000,75851,0
18000000000,200000,940
30000000000,420000,1186284
30000000000,210000,797372
61000000000,783854,1225
6440883436,450338,10170
11102804532,210476,140
6988805520,240930,92963
6803188105,341385,29565
40000000000,54320,2967
11231108754,250000,5034
20102804532,400000,10262
4740148586,250000,5033
7110222879,216640,74892
7410455025,236268,10169
7703203815,394663,14586
8192930090,45038,0
8814764452,63589,84
9012231292,291248,0
11122121044,261607,10168
10163914140,500000,4850
10163914140,500000,4834
10750000000,75851,27
10885482000,55000,1111911
11281944695,500000,4748
9021890997,216766,76402
9021890997,249868,76097
10059967938,235894,111351
16634466675,209231,11098
39082088747,500000,1812
8781714876,215748,74891
10413440598,308336,3612
7901411699,676035,1420
8060383193,2266277,1138
15799513044,728457,13088
8756732372,55872,144315
8796452021,205190,5708
12992094096,500000,5001
11854486240,569896,3626
10201464277,246304,89587
11854486240,247812,10406
10134068004,282434,76400
10850000000,1995283,95
13264374788,206458,5707
29868014814,148525,221020
9712529965,308358,10809
7179968522,666277,11777
31353945612,244868,10167
10108242066,201580,52
97539384067,187010,11097
11521044275,256224,52
11917757533,250000,44706784
11917757533,250000,44706783
11917757533,250000,44706782
9005958436,63589,488
10477644453,300388,44
6553649496,300000,539
11487266505,282512,281
10442960056,27938,446
10486981967,45038,22
12865610342,149267,16
8594030691,350868,13982
9975160503,429594,76397
11219907657,500000,4762
20455066666,132801,221019
16373811530,429715,45492
100468085145,180434,33825
14696743625,507735,222
7187227499,200208,33824
10780841248,241086,82192
12868402855,223072,10649
76814362887,350000,15747
10501298401,211558,284
6845939057,350000,15746
32646668004,130284,85468
1569023461742,500000,51813
6845929058,140287,85467
1345288219158,188193,4900
22000000000,222715,3169
11226960861,127902,38
13335256890,657772,9593
8788232561,313466,4899
18179384720,213340,10166
10067592518,164900,51
42176399950,350000,10990
12289267934,245697,1543
6667638446,350000,10989
12976479618,230919,132
8533553281,325456,97
8533553281,63589,1
7563302020,780699,11776
10488855138,27938,175195
11330406009,226210,3595
9685129074,308236,91996
8237039956,500000,4659
16842247520,500000,1690
20163718835,300003,77359
44102232835,228263,115621
9646187431,217822,63
7015551698,240714,115620
9535314184,45038,0
11460469145,312553,2600
9093895509,2100002,12694
13716355320,192381,14584
11182057288,393592,405
17172671961,185355,68104
13386292490,126938,2063
6116017318,215103,68103
23932322808,249112,33823
9523247431,217837,60
6116017318,280434,33822
48922208199,65000,1
9013622508,307960,2481
11000000000,250000,31454
7742877924,559022,5912
30000000000,500000,19432
26106332218,300000,105000
9174025977,1584116,79633
9339220781,502771,291
9174025977,1584116,79632
400000000000,700000,2185
6146597404,300000,458
7743615916,198324,843
9018589056,233654,58
10580012062,63589,1209
11335293112,290900,2
6943146246,47238,404
11335293112,263099,86
11020000000,194954,10
10547608750,231510,10868
300000000000,30000,618282
9000000000,21000,0
27000000000,21000,103
39780000000,21000,257
7241523510,504790,7676
9680543398,500000,4817
10824342578,233040,7808
14752319785,500000,5000
78234222222,300000,221017
9379841794,227120,79631
25655474550,158032,479
7034881345,460000,19267
10000000000,250000,242512
35338523086,600000,1821
8353987839,315382,99854
11305730208,250000,44706781
9719128783,221278,10537
48842300057,608090,4898
7517400898,458058,23
6245445750,559940,96
8533172900,112470,97894
7868168623,216762,111345
5839992748,299674,13981
13560517639,206952,335
9929151532,285897,4453
7868168623,278930,74887
7781767812,426147,3
15129376217,282068,33821
8832076011,238926,873
5245445749,254244,33820
6793900855,21000,0
40885000000,21000,1180
40885000000,21000,1
45500000000,21000,371
5470908781,428656,178
7868168623,252670,76393
103192666516,228251,115619
6893835698,230750,134
5431167415,240702,115618
6103817868,321133,4760
6891405635,404126,837
9475956661,261450,2
7135269334,27938,188
8171800985,361485,45491
25237316827,500000,1866
8955539512,247690,3572
6809284000,379279,42817
8697704584,253960,76090
7166276137,216299,10165
13364666030,690924,13086
15934564253,600000,1863
22457053165,500000,2023
6813855743,573410,105
7923329000,261207,42816
11037571291,63589,48
14481903396,175496,99
8837249209,394560,45490
8997281565,405912,3969
20444927357,600000,1673
27098054025,500000,1654
9968281356,244452,74885
58623349987,262820,1725
13027389337,300015,77357
11116429914,409229,4352
10239788230,226784,82190
10239788230,309552,79628
130007967515,207189,1298
14785429581,203554,24629
9037980489,590000,14368
13663775446,432944,761
10135679972,510000,18823
12740186765,63589,240
14875651317,27938,301
9663775446,63605,53
14014218181,45038,2029
11581977439,347222,2242
12740186765,27938,121
12740186765,63605,126
10145905753,334849,80734
15557639565,268118,5021
10396530535,400000,2
32333081481,148492,221016
14696321397,300568,10880
14696321397,570096,10478
1505524355709,21000,253214
1505524355709,166564,10009
213330221215,371579,29564
13800000000,357861,102
13225818978,279246,3606
11552531013,248182,111342
11552531013,309342,100363
8669073409,62217,192
9330195294,486135,353
8236567113,500000,6
12000000000,352118,29
9950619568,330165,8092
10019365719,421939,842
15637956396,307146,56
10160233060,63605,227
13302708976,45038,87
13302708976,63605,806
10080234245,410121,1757
12354850669,239442,76089
11000000000,330000,99
11289007970,148856,3685
14189376041,285870,4452
11877227472,169485,4350
12035137550,590656,10164
12062138002,500000,1568
12146846920,2100000,12693
12354850669,418460,1865
14537288981,221296,5706
400000000000,700000,2160
30000000000,420000,2173823
30000000000,306269,4
11576195263,322018,708
11739531679,318352,841
12690022427,250245,4349
13183736251,415561,1756
13900105439,333566,1989
10982307259,596148,1864
19910275874,300002,162312
16588076711,235324,5705
25774858313,351688,115
15068188831,300015,104996
9763487187,244244,111341
310141791657,171742,3002
11508991458,441165,2896
8322615390,1000000,85713
9763487187,238314,89579
13038814465,250000,44706675
25172413694,2100002,16623
108038635400,139222,64144
11637322809,282267,42
11637322809,46563,41
7902779862,2000002,64143
1064125304330,144527,8110
9337494356,253580,25
8780866513,159623,8109
8796056546,275982,16607
8893261605,275982,14830
8992508316,252554,3616
8992508316,312734,10693
9697672332,250000,44706674
9697672332,250000,44706673
9697672332,250000,44706672
9697672332,250000,44706671
9697672332,250000,44706670
8773254249,221970,3616
7165767733,240734,89537
8773254249,568358,10405
57758213458,500000,1725
8773254249,221864,3611
8773254249,244196,3625
8773254249,244160,10749
8773254249,250552,3560
8773254249,252382,10524
9979952871,305740,3684
10000037933,327857,10163
11428135215,250000,44706669
11468613160,430572,4897
6689978709,610000,17964
11967296182,500000,2294
8699660284,242330,76390
19542084626,299676,14583
12501249540,352768,13980
12996760581,219028,10162
13000000000,330000,80
13541434573,435285,45489
17516554589,537979,4896
9125207580,274800,10855
8773062874,400000,2
12630823522,252494,3572
13192581713,250000,44706667
13192581713,250000,44706666
13192581713,250000,44706665
14181220046,250000,44706664
14181220046,250000,44706663
14181220046,250000,44706662
14181220046,250000,44706661
14181220046,250000,44706660
14181220046,250000,44706659
14181220046,250000,44706658
14181220046,250000,44706657
14181220046,250000,44706656
14181220046,250000,44706655
14181220046,250000,44706654
14181220046,250000,44706653
14181220046,250000,44706652
14181220046,250000,44706651
14181220046,250000,44706650
14181220046,250000,44706649
14181220046,250000,44706648
14181220046,250000,44706647
14181220046,250000,44706646
14181220046,250000,44706645
14181220046,250000,44706644
14181220046,250000,44706643
14181220046,250000,44706642
14181220046,250000,44706641
14181220046,250000,44706640
14181220046,250000,44706639
14181220046,250000,44706638
7498808726,670524,7185
11394436284,244148,10648
9748213089,252642,10297
11394436284,221930,10820
11394436284,304260,10772
128613691460,500000,1719
966339972935,162642,33205
11498808726,461454,138
7311159816,2000002,33204
301607309782,500000,1785
9748213089,311936,101198
9242105152,386689,3683
10362582990,211048,10161
10478734024,580822,99848
11494106270,373345,45488
10478734024,945188,99406
12135915034,307720,3548
14181220046,250000,44706637
14181220046,250000,44706636
14181220046,250000,44706635
14181220046,250000,44706634
14181220046,250000,44706633
14181220046,250000,44706632
14181220046,250000,44706631
14181220046,250000,44706630
14181220046,250000,44706629
14181220046,250000,44706628
14181220046,250000,44706627
14181220046,250000,44706626
14181220046,250000,44706625
14181220046,250000,44706624
14181220046,250000,44706623
14181220046,250000,44706622
14181220046,250000,44706621
14181220046,250000,44706620
14181220046,250000,44706619
14181220046,250000,44706618
14181220046,250000,44706617
14181220046,250000,44706616
14181220046,250000,44706615
14181220046,250000,44706614
14181220046,250000,44706613
14181220046,250000,44706612
14181220046,250000,44706611
14181220046,250000,44706610
14181220046,250000,44706609
14181220046,250000,44706608
14181220046,250000,44706607
14181220046,250000,44706606
14181220046,250000,44706605
14181220046,250000,44706604
14181220046,250000,44706603
14181220046,250000,44706602
14181220046,250000,44706601
14181220046,250000,44706600
14181220046,250000,44706599
14181220046,250000,44706598
14181220046,250000,44706597
14181220046,250000,44706596
14181220046,250000,44706595
14181220046,250000,44706594
14181220046,250000,44706593
14181220046,250000,44706592
14181220046,250000,44706591
14181220046,250000,44706590
14181220046,250000,44706589
14181220046,250000,44706588
14181220046,250000,44706587
14181220046,250000,44706586
14181220046,250000,44706585
14181220046,250000,44706584
14181220046,250000,44706583
14181220046,250000,44706582
14181220046,250000,44706581
14181220046,250000,44706580
14181220046,250000,44706579
14181220046,250000,44706578
14181220046,250000,44706577
14181220046,250000,44706576
14181220046,250000,44706575
14181220046,250000,44706574
14181220046,250000,44706573
14181220046,250000,44706572
14181220046,250000,44706571
82516000000,148756,221014
9965512116,221938,10796
8340406024,298860,3950
9965512116,718002,10879
9965512116,244302,10299
9965512116,220166,10495
8340406024,312006,3816
34971169848,306919,37
7488614836,334243,5352
8390530555,176847,8780
10983921127,559181,238
16623293631,700000,156
11993977339,300003,104987
9928781573,221327,10160
7498338970,21000,11
40885000000,21000,1
47619047619,21000,2588
6792911815,334198,7675
11908083061,271910,8824
18173883700,285901,4451
38412525924,143217,85466
4954399409,148329,85465
56561297345,214044,41650
7000000000,265986,159
4954399409,218422,41649
8182143694,1391212,82186
8000000000,437955,473
8182143694,1391212,82185
15528863077,431204,2930
11824573490,252049,3682
12000000000,21000,1778
12000000000,21000,1882
233200391376,500000,1819
20423539256,557384,52
11302841313,252578,10740
12940291462,313143,1553
9222196737,503391,36
8338831405,400000,2
8533715301,45038,38
11286107658,27938,95
11286107658,45038,31
11994085047,296412,712
8533715301,45038,724
8717282642,3000000,2759
12079892344,226818,3606
10630168752,500000,4777
10630168752,500000,4852
7929156218,800000,175
15064146722,300000,14934
12056283807,607543,801
18392525820,500000,4658
9731516997,500000,183939
9731516997,500000,4770
20000000000,120000,212
9875752663,500000,167137
34441145731,120000,24148
18050000000,46657,95
6007753045,189230,9128
18449664813,257602,10438
91800000000,382000,146874
6491600318,2000008,42658
40697816355,162634,2307
8551641761,917983,861
6720145732,178704,2306
9554484215,27938,155
8757532960,45038,2980
7961386362,45038,28
7961386362,63589,30
9554484215,771053,175193
10671762977,108936,9371
8745960380,46171,35
11285719725,932222,5156
9639047372,21000,1
9639047372,500000,0
9639047372,21000,275
8580218596,256002,101193
400000000000,700000,6155
24344733720,100000,976525
8565147114,541944,3681
8678470728,500000,413865
8835163947,500000,4708
8842763670,230113,80733
11261062000,351769,42814
8959853689,206786,67
10382304577,199690,13979
8580218596,226272,89532
12344119115,700000,154
13370728636,327709,10159
138198842784,168318,3001
8959853689,353806,34
8580218596,251388,91985
546441750000,21002,2749
11163725559,300015,35417
6995685013,371428,3553
11265701682,437003,418
18653960173,337030,152
6995685013,578521,25089
13690692522,722363,4348
27509657912,372742,45487
37704311600,500000,1648
158611527185,500000,1689
244012500000,21001,8015
9148886424,351608,10866
9148886424,312884,10865
9148886424,408460,3624
14301585513,322737,41767
18757404615,300000,104982
5484131854,3000000,2758
5539946333,381564,1755
5570446341,485155,4759
5795877697,4058261,1137
5836713710,405974,3968
5994180208,208827,24628
6509524518,251731,4895
10000000000,21000,10
43131753389,21000,3
4485741402,252392,2480
11566989642,300000,162293
8702380951,500000,183938
21464535696,151804,33817
8378817964,280146,216
4090242585,171334,33816
9000000000,21000,1765
21278113668,185838,8998
11190841428,151638,1216
5112803231,193616,8997
6829717424,189934,5351
9178335307,288520,389
9178335307,63589,1719
8321002338,227288,111335
8321002338,256124,89577
8321002338,289048,92949
8574491970,504607,45486
9263621000,323548,42813
12795961194,300003,77353
9460716235,381062,4347
10228918562,600000,1688
12003896563,282365,22915
15000000000,210000,48
8321002338,227468,38344
54634109453,129200,85464
7144218702,253306,18
5547334892,138985,85463
24848588636,500000,1724
60589281756,652816,33815
15702860088,275259,340
5547334892,300636,33814
8321002338,252828,99399
7748311375,500000,167136
7748311376,500000,1624
11708496872,404623,4894
9133600000,350000,11402
8660104485,244298,10494
22268087271,500000,1861
25568593530,500000,1940
7054290132,252798,72364
42316864205,500000,1881
45892626901,400000,13082
7054290132,299578,91984
8295933333,300000,221013
7000000000,330000,58
15193074000,130049,85462
13154437328,300003,104980
16189116958,301112,29563
5000000000,520891,1353
13723078985,248349,88
8556260879,269316,76380
6271354113,236528,76079
80084607922,90358,8108
6517197832,181874,3
4889030918,99941,8107
135691298477,21000,1337
6314745719,21000,39
6271354113,309478,99398
6314745719,181987,119
4180902742,156934,85461
10981187832,710305,13082
5574664257,1796802,110171
7990000000,196584,339
5574664257,1796802,110170
5763664362,296614,3680
6261027709,397613,931
6447066910,603298,80732
6575712209,292115,4893
13611423157,700000,153
7956674078,500000,1637
7956674078,500000,1994
10205846243,247552,230
7075975211,1000000,729
11693267131,2100004,16622
3716442838,950710,29562
50561157984,177806,85460
8305306015,251899,130
3716442838,193287,85459
85297969790,300000,326
7002566535,278836,1307
4012288098,300000,325
11216670609,401426,22
73990206350,153526,33813
8929157859,181987,39
3716442838,207256,33812
293993281091,343885,33
7980000000,227058,98
74698045194,500000,2479
5349717465,252920,99840
8529427453,300015,104979
8529427453,300015,61928
8529427453,300015,162291
8057992957,252164,10494
8074818799,226928,10737
8172404551,247680,10439
9775494847,700000,3579
19435584827,700000,10768
86800000000,382000,146873
23014564636,226960,10457
28365581470,221230,3566
43916970500,71000,15088
30000000000,105000,1754131
46000000000,120000,1
220852146111,21000,10822
582031794474,71000,72
17939735729,278549,7807
104048165913,326572,11178
17520276472,400000,13057
7023377742,221898,10493
7023377742,244260,10878
65863281599,600000,1811
122685580132,500000,1769
7023377742,252602,3576
3628208161,196468,9127
5563505307,252816,102981
288427543556,500000,1666
5563505307,252764,74873
6958425316,241122,82181
6958425316,256270,89573
29315658319,600000,1768
7818390803,324538,27
7818390803,330251,30
7818390803,46563,29
10203706845,294414,25
9748113418,490186,15
6698073454,1683131,1419
11070639606,313989,190
7749926006,810960,77645
7311085063,237002,79616
400000000000,700000,7320
24000000000,100000,976515
15371566267,227790,1390
7926041825,230750,132
4874056709,243685,1389
12455238226,730000,105
15008760516,300000,104978
7311085063,241630,89527
102566767545,129268,85458
6502279372,878976,2557
4874056709,139053,85457
27984156683,201430,4892
6170555792,248196,76076
45102100959,500000,1865
206923668764,151736,33811
8000000000,429006,167
4874056709,171266,33810
6002192203,293743,20392
310411621772,350000,15745
7000000000,200119,209
6002202204,350000,15744
29817494423,145107,7994
7435791882,217837,131
6669587945,158862,7993
423987118479,90377,8996
8740265868,263001,653
6669587945,99958,8995
1227706918942,227327,115615
8740265868,278836,51
5335670356,244905,115614
7873151320,344452,13978
9898687048,1315382,106
11575143280,256993,11095
41782637042,350000,10988
11704618035,231202,3
5378998818,350000,10987
19906566632,500000,1939
8068483228,256016,101190
91556159013,300000,3299
15000000000,400000,28748
10757977638,300000,3298
196940380465,177482,115613
7000000000,219762,105
5378988819,186137,115612
505112718045,178660,33809
7250000000,413520,14
5378988819,198190,33808
20194410330,500000,1993
59004774683,227327,115611
8000000000,236484,132
5708598844,244905,115610
404335145553,329698,706
83252223881,300015,162286
13179670285,230108,5703
13803969542,500000,4999
11299991015,250000,44706453
11299991015,250000,44706452
102626416074,183515,115609
7152927843,335920,4882
5812310327,192114,115608
15087899577,332235,893
189399165501,200000,1300
7130751283,45038,200
8139108428,74569,54552
8504575617,136189,124
7480748993,425836,80731
10827322263,206458,5702
12584726371,445920,41766
60666961453,282068,33807
7634920220,245737,1377
5502279372,254244,33806
5115015950,202428,41765
8156547373,500000,179809
41929385413,282068,33805
8000000000,281944,2406
5115015950,254244,33804
17805193531,600000,2005
32973882502,206458,5701
10632589105,257660,7728
24252461163,500000,2035
32664728909,500000,2478
7672523925,256152,91980
11979747847,183886,85456
14467453651,205714,8745
5712742789,225806,85455
121138685273,220815,41648
6535240503,1000000,78
5188574531,225346,41647
8091317071,299958,73
8073392681,334741,28
9790511457,299419,75
9885722884,305260,16
10826152530,325471,112
8073392681,63589,894
6917451561,343915,123
10965752765,606151,13079
63453472328,227327,115607
6917451561,429298,246
4514215779,244893,115606
105264898201,90463,7990
8064431477,160810,66
5642769723,118860,7989
5941293719,145816,22914
7663081481,129648,221012
6314305063,573695,237
11359028544,200000,65
11463485750,266467,2804
7390720999,185185,278
10060085446,500000,2293
5514542967,1000000,85710
175904553858,385555,14507
7000000000,2781057,8141
300162383328,227327,115605
4805214822,428361,88
3567312633,244905,115604
6729970593,197415,11094
4041676169,358887,16600
4591536881,1000000,85709
3785546902,321354,20391
5880526183,766764,78102
7440532240,334513,22913
8067045049,500000,4657
4364462617,2572040,1936
8130743065,500000,4814
60000000000,1500000,231
1000000000000,93836,331606
1000000000000,63000,2540214
1000000000000,63000,2540213
66000000000,800000,2215
20000000000,34509,11122
40885000000,21000,2
40885000000,21000,86
8117499953,250000,44706293
8117499953,250000,44706292
485987806419,151652,33803
8906854747,402041,23
3998768450,171182,33802
5998152675,312150,101188
587833989933,71000,76
9078435931,300015,104971
9078435931,300015,162284
15251799507,257602,10886
7879061077,312073,493
5953341361,2424718,1136
8751880780,500000,4850
30243167647,855319,38
30472284412,178121,1388
9798822373,169088,25
4450595995,188120,1387
6936432234,1064484,78101
6530143286,153040,33801
7908679573,181684,28
4587542572,206770,33800
6550059852,27938,1735
7431891679,228428,99837
8188702512,191918,121
7431891679,228268,100348
6356618446,361475,22911
7000000000,21000,1688
6881313858,239864,76074
8484533565,219258,3603
6881313858,221908,99394
8620755081,925972,69
7088163778,240674,79615
48885537854,500000,1567
102317959520,198240,41646
84747170054,500000,51808
4725442519,206340,41645
105246981760,182178,115603
71190000000,229586,14
4725442519,190777,115602
7088163778,292576,89525
41775166064,500000,1647
55439263419,2100002,16621
132088943743,247216,33799
7481236312,226990,283
4373802614,288392,33798
288243295599,244868,1386
7875818787,238954,43
4373802614,230490,1385
8159114479,252436,10793
5805675401,592375,11775
6466911228,352892,78
7084243096,214438,92946
11815958719,700000,152
7103809989,27938,87
7103809989,108668,9396
7318507294,236756,79614
8928284904,219308,3588
8928284904,554212,10686
292455433974,191096,33797
6705000390,228739,123
4879004863,211270,33796
8928284904,247784,10488
5861222071,210177,10158
26897925503,300000,13611
41711111688,255568,528
34337183032,500000,1252
64622498903,600000,1810
9508222450,300015,104968
13364012962,247680,10930
14820040287,307602,10522
16258600825,223072,3614
6104267773,264033,11093
6223295610,500000,4656
7299684554,3000000,2757
7372632103,219300,3610
4626667012,400000,1
28231466395,600000,1623
6854708874,500001,8014
5783333766,248298,76071
5783333766,221966,100176
7372632103,247798,10806
21470051504,500000,1880
28502334831,549303,45485
118584572205,90147,8544
9411125279,224067,1031
5411666177,156156,8543
8887868728,300015,35410
15426138079,520237,10365
68812298469,403086,8617
4329804975,200000,14367
7385305369,525813,168
7812892534,250000,44706287
7812892534,250000,44706286
7812892534,250000,44706285
4355667370,889016,1935
6700002450,63589,54
9165356079,436352,101
8846652700,330002,194
8798642932,63301,131
5828147653,1480926,1417
9892179086,503403,27
7694863028,252354,22910
8094921172,63620,1414
7359012557,45038,178
7702800679,46171,26
241513432001,178133,1384
11867213592,181987,2406
5939376811,205232,1383
617080274657,166363,3000
6804243289,600000,10
8535008001,302686,100173
7871169583,298794,193
7104471487,271118,1
12238029629,129648,221011
126244844383,192285,2376
18709481481,129648,221010
29480000000,200000,1186195
30000000000,21000,980556
30000000000,150000,11147919
31487798634,93264,21994
9831211678,242588,10884
8208090324,226694,89567
9831211678,306296,10845
7758607656,334134,5700
9942384918,894080,86
8656033050,244344,76373
35189732983,155644,3042
1274658677984,3000000,2756
7702800679,46171,25
10300000000,919157,181
8791507473,226861,707
8876681742,250073,229
8946394416,413652,29561
9000000000,330000,134
9098046299,408104,3967
8841194668,227054,76372
10902066801,196331,5699
10636859355,250000,44706159
8382895000,346488,42812
6287798634,400000,2
10000000000,500000,1809
10395421234,271489,5966
11048326584,500000,1764
14850777208,190940,4891
8859748292,265532,100341
11678323047,263569,41764
17247570013,300003,162277
7859748292,225224,11177
7859748292,227162,92941
29444045226,71000,3138
20108038701,500000,1723
37418309399,168889,169
19000000000,250000,242504
35860314822,321483,3085
35608646656,500000,1621
9478066713,244224,10646
88457266808,71000,60
9478066713,252620,10770
77973883851,500000,1627
9478066713,312880,10852
106899744161,350000,15743
14830495265,218856,6
6554427203,350000,15742
87591371630,500000,3220
11479100227,252600,10877
11479470124,221230,3623
11479503386,200000,10781
7702800679,503379,25
9606709127,45038,1341
11564608856,366526,4
8026815507,1382586,78100
10573034613,460888,3966
11411957458,390083,4890
18806458538,287154,8823
17208624517,500000,1646
20611194110,500000,1670
10230449779,219360,10450
10230449779,244334,10905
7450119604,1000000,85708
9880000000,2499654,1098
8342231604,303480,10648
20789107458,500000,1622
8342231604,252826,101182
158466711000,337499,42811
41001204002,255000,874
8342231604,255958,74620
93281179199,350000,15741
7298253764,251899,430
5166375083,350000,15740
5723623755,1725000,1491
8451615316,319853,286
9502618786,307602,10818
6462606084,426970,3965
8000000000,356212,4159
9138579757,106590,9368
10637104585,62217,3
10651995378,46171,24
8394657592,227180,100168
7454636018,247514,228
5596438395,264588,20390
8394657592,274856,100340
10020577455,221190,3617
8394657592,256008,76068
8078783465,437907,5258
9196502787,258688,14582
11145698470,166029,5698
7830249442,1000000,85707
29032268924,500000,184
11852992307,500000,4774
11865931505,350000,509160
60000000000,500000,4708
9898245411,240638,92938
9000000000,330000,152
16719834273,700000,149
400000000000,700000,7319
30000000000,150000,976488
15600274125,500000,4998
44391748723,163012,33795
9664146867,217306,0
5865931505,182830,33794
5865931505,468714,10056
12540000000,4071636,1097
5865931505,518772,10055
32702004204,500000,183
126244844383,230708,2375
32000000000,550000,573
32000000000,550000,319
141000000000,550000,572
32000000000,550000,571
30000000000,85051,15356
39000000000,250000,8105
50000000000,70000,58
8061876437,1000000,85706
10665313093,417396,11
12742763704,250000,44706149
12742763704,250000,44706148
12742763704,250000,44706147
13289793465,500000,4706
14049257331,500014,52671
24388972494,164461,22909
13870581073,45038,877
11404093247,391715,117
11404093247,48764,116
45354934185,90317,8542
10665313093,148390,7
9546836928,118703,8541
11836436431,219360,10748
54418200000,300000,221009
10183681213,252964,100167
10183681213,236460,89563
11836436431,308378,10436
13781915242,250000,44706146
13781915242,250000,44706145
13781915242,250000,44706144
13781915242,250000,44706143
11897972674,244316,10675
11897972674,252610,10487
11897972674,312790,10840
14067028119,250000,44706142
14067028119,250000,44706141
14067028119,250000,44706140
14067028119,250000,44706139
14067028119,250000,44706138
14067028119,250000,44706137
14067028119,250000,44706136
14067028119,250000,44706135
14067028119,250000,44706134
14067028119,250000,44706133
14067028119,250000,44706132
14067028119,250000,44706131
14067028119,250000,44706130
14067028119,250000,44706129
14067028119,250000,44706128
14067028119,250000,44706127
14067028119,250000,44706126
14067028119,250000,44706125
14067028119,250000,44706124
14067028119,250000,44706123
14067028119,250000,44706122
14067028119,250000,44706121
14067028119,250000,44706120
14067028119,250000,44706119
14067028119,250000,44706118
14067028119,250000,44706117
14067028119,250000,44706116
14067028119,250000,44706115
14067028119,250000,44706114
14067028119,250000,44706113
14067028119,250000,44706112
14067028119,250000,44706111
14067028119,250000,44706110
14067028119,250000,44706109
14067028119,250000,44706108
14067028119,250000,44706107
14067028119,250000,44706106
14067028119,250000,44706105
14067028119,250000,44706104
14067028119,250000,44706103
14067028119,250000,44706102
14067028119,250000,44706101
14067028119,250000,44706100
14067028119,250000,44706099
14067028119,250000,44706098
14067028119,250000,44706097
14067028119,250000,44706096
14067028119,250000,44706095
14067028119,250000,44706094
14067028119,250000,44706093
14067028119,250000,44706092
14067028119,250000,44706091
14067028119,250000,44706090
14067028119,250000,44706089
14067028119,250000,44706088
14067028119,250000,44706087
14067028119,250000,44706086
14067028119,250000,44706085
9429759931,382222,4
12551044699,46568,3
10394355753,429822,99834
10645682295,329644,4346
14842624174,177806,85454
8687302781,230750,127
6779255835,193287,85453
10057418825,500000,4813
10057418825,500000,1620
10057418825,500000,1718
10057418825,500000,1611
10313200818,500000,1687
400000000000,700000,7318
25195965264,150000,976484
25195965264,100000,976483
25195965264,100000,976482
16378312729,700000,148
31376225835,155643,3227
10168883752,250496,101180
25360543854,500000,1645
27892823790,500000,1767
34342455427,500000,1687
38040142791,500000,1722
41188021298,500000,1747
49389268168,600000,1602
55444500432,500000,1818
268251246793,203524,69
977379201565,173601,71
7524800449,2294048,1135
8572501235,63301,434
9842133985,45038,4
9609128476,223560,91971
10118489358,184943,69
10118489358,287691,21
8952329076,1320834,77644
12771645540,227961,22908
17000000000,210000,27
20000000000,280522,155
66025019449,164182,33793
10675843627,480135,56
5684394083,183760,33792
11678894359,252564,3591
57019135637,153368,33791
10764130285,224214,2
6341480415,275498,33790
10464774768,45038,15188
8299604445,163644,22907
10518046957,27938,138
10818162785,46267,20
12611057406,503391,31
18789553490,155238,33789
16689592630,228885,511
7388910702,208968,33788
17087258074,300000,162273
11083366053,250026,76367
20920707887,500000,4997
12751672696,539378,10690
12392616303,500000,4849
1000000000000,63000,2540154
1000000000000,83173,4508398
1000000000000,63000,2540153
100000000000,46280,1012
14988329253,227250,91970
14326870982,63605,331
15422892724,40661,816
12000000000,21000,430
15422892724,237199,7723
18291638498,29209,5
35238625419,21000,267977
14000000000,390645,271
1000000000000,63000,4508397
1000000000000,76207,4508396
26000000000,51621,0
8971148859,838995,1753
11659214504,500000,1879
24034296296,300000,221008
3004844354784,264693,4345
15991701919,651401,17442
16028513075,250000,44706061
8837113405,46171,30
10485167021,441341,214
10485167021,46620,213
16773657571,282544,192
10485167021,27938,129
11175703596,500000,183936
11581323214,229536,8779
12345619339,311434,89560
14000000000,145080,1250
17367140565,149192,24627
22172671537,500000,1621
12345619339,252824,89517
50000000000,800000,4
50000000000,800000,3
65402563921,500000,1746
77166394413,500000,3219
81132244959,500000,1636
94723192386,600000,1566
495246223256,350000,15739
8837113405,242791,384
6113620024,350000,15738
750958649920,500000,1594
60835004992,411596,40745
70000000000,70000,2145
122000000000,60000,1
9735017991,248596,74856
376357772378,278778,11597
9512825474,729376,87
7301263493,2000008,11596
53199426113,211470,2305
12809802596,210595,106
6835059845,227650,2304
9231077551,286292,379
8094585509,262841,191
8902190372,885750,90582
9774239611,292310,5697
39683802709,177806,85452
9036779020,239000,214
5835059845,193287,85451
9538061113,230028,99382
80380124999,21002,7899
6963371759,63589,23
10209033432,27938,163
7200761345,656752,2
7615654741,275911,6280
9485205526,492763,163
8000000000,350000,426
11929411730,730000,104
29744212022,177782,85450
11943217744,230721,51
5963371758,193263,85449
7549628645,358892,16598
9483669047,93905,9367
14119398992,500000,4655
83163463954,218669,115601
8687937380,201123,1
5391468891,228307,115600
8087203336,312144,92934
